t,win5,target
320,-0.2788582101273122,1
321,-0.37120952058972695,0
322,-0.5582470348786812,1
323,-0.32663620770009205,1
324,0.11691210064038246,1
325,0.18472266234406814,1
326,0.22675794449003223,0
327,0.30738153206404817,0
328,0.06940804685543851,1
329,-0.1667242727326415,0
330,-0.4955411681145483,0
331,-1.3543777327143094,0
332,-1.4443265289841156,1
333,-1.0014704259698175,1
334,-1.1019187147544511,1
335,-0.615992875446669,0
336,-0.2031311650840144,0
337,-0.028350292882857397,0
338,-0.19504644771222096,0
339,-0.18303227191635144,1
340,-0.45930527819129807,1
341,-0.13454461164329373,0
342,-0.30623601779913534,1
343,-0.37779869367369634,1
344,0.09814146150724863,0
345,0.37713759492309656,1
346,0.3487333533519551,1
347,0.36356687168335966,0
348,0.6695427203095999,1
349,0.652877792185147,1
350,0.9062015880739832,0
351,0.7481371080341319,1
352,1.0306850270335581,0
353,1.0083538940624013,1
354,0.6722715240748778,0
355,0.1211017578861886,1
356,0.47503998247751833,1
357,0.6326664459638456,1
358,0.7491436638488947,0
359,0.5202902602496883,1
360,0.6431622887523958,1
361,0.5038800449040792,1
362,0.5788492782221952,1
363,0.3555182048617439,0
364,0.3757777844963265,1
365,0.68827170444878,1
366,0.9205538131613091,0
367,0.3793079053177054,0
368,0.1049654159451916,0
369,0.2824750413874212,1
370,0.2122100634768919,1
371,-0.25377448225445043,1
372,-0.22165827950158726,0
373,-0.04775073564104758,1
374,0.3795263629321224,0
375,0.20333354680696597,1
376,0.43013740190283817,1
377,0.8150916381750655,1
378,0.7434765845273208,0
379,0.34558521821752075,1
380,0.6486125708688719,0
381,0.6377738187624529,1
382,0.30666320983786133,1
383,0.3607513569084205,1
384,0.3585519743566842,0
385,-0.1289262416501836,0
386,-0.3406084018599535,1
387,-0.22490911185238102,1
388,0.06334075516411745,1
389,0.3011814569145546,0
390,0.050324167261887084,0
391,-0.30998345218670204,0
392,-0.35526006005074906,1
393,-0.761370735198782,0
394,-1.1363705229560725,0
395,-0.7901858178493715,1
396,0.018292275774324063,1
397,-0.05219662442006419,1
398,0.4813754258437304,0
399,0.6514524362010637,0
