t,x,target
249,-0.9205464441816913,0
250,-0.4674518217313864,1
251,0.2616355844591264,1
252,0.08212755505573344,1
253,0.4318628430714532,1
254,-1.1994706102896047,0
255,-1.746713232162705,0
256,1.0095466895189422,1
257,0.8341700347833108,1
258,-1.3906285007569426,0
259,-0.20190749587309453,0
260,-1.1169516573052218,0
261,-1.1544599315070214,0
262,0.33309146129750117,1
263,-0.3161282672473713,1
264,-0.3744253132344455,0
265,-0.9797857247025834,0
266,1.1295417452767704,1
267,-1.738327203379383,0
268,-0.4088130028022383,1
269,-1.7568588844974455,0
270,-1.3737265039787643,0
271,-0.7182996866239809,0
272,0.5367820963701597,0
273,-0.42228443657200493,0
274,0.12106382100640622,1
275,-0.2062880078820177,0
276,0.456144560979307,1
277,-2.593519346903117,0
278,-0.8253440227846431,0
279,-0.18982029050443078,1
280,-0.6697100724711508,0
281,0.9337120415368199,1
282,-0.5486395032941297,0
283,0.4661809803615545,0
284,-0.32709769537893807,1
285,1.0953668001437853,1
286,-0.6230264832364292,0
287,1.0669270905379447,1
288,0.945712883572803,0
289,1.625837463012902,1
290,-0.3887182654668344,0
291,-0.11491941145981652,0
292,-0.38469563276086327,0
293,-0.14221721593111436,0
294,0.02409420526286453,1
295,-0.0074204507689694665,1
296,0.986269278033374,0
297,1.3400518738911837,1
298,0.7998094070283343,1
299,1.1343248567331248,0
300,1.1943347651076106,0
301,-0.8071027698812296,0
302,-1.3734855639964887,1
303,-1.1121985696820724,0
304,-0.834098625980213,0
305,-0.17172177164752156,0
306,0.4493230621765659,1
307,-0.3835743303830453,1
308,0.4246794286240152,1
309,-0.29040707886482797,0
310,-0.7639127674674864,0
311,0.7576403425505852,1
312,-2.0588838013093085,0
313,1.8004701322020193,1
314,-0.06603624961279017,0
315,1.2408489230379964,1
316,0.3595050961698929,1
317,-1.3888313741696208,0
318,-1.2257513503758233,0
319,-0.3800623452990053,1
320,0.7790923707259229,1
321,-0.5756824752748783,0
322,-0.23077723827667534,1
323,0.9919901913265494,1
324,-0.041009536780577005,1
325,0.9892687814557434,1
326,-0.17256453740479816,0
327,-1.4206446643197241,0
328,-0.18867140661385073,1
329,-1.6850940136901111,0
330,-3.3049140415430616,0
331,-0.6223085187538296,0
332,0.7936358507517663,1
333,-0.6909128505370188,1
334,0.7445351828487993,1
335,-1.2406054897297885,0
336,0.2515958422519554,0
337,-0.03984492339505147,0
338,-0.6308419715576712,0
339,-0.6368298485259343,1
340,0.3831978430102336,1
341,-0.6068611885272526,0
342,-0.3976583027678565,1
343,1.7488588043470537,1
344,0.7581508185533056,0
345,0.24117663515452592,1
346,-0.5326935968702293,1
347,1.1322209403633445,0
348,1.6655341637247887,1
349,2.024769797997487,1
350,-0.5491457650447304,0
351,0.8800459981269017,1
352,1.0205652755075612,0
353,-0.014877686212829755,1
354,-0.7310790329459591,0
355,1.220545357911918,1
356,1.6681783155585377,1
357,1.602951364932807,1
358,-1.159144704208862,0
359,-0.11671889043242153,1
360,0.5241341386703352,1
361,2.043024482149118,1
362,0.48629599813055047,1
363,-1.0578468060359498,0
364,1.4457507093298467,1
365,1.6855446822329803,1
366,-0.6632050570689003,0
367,-0.8854164487320184,0
368,-0.17029867882480207,0
369,1.0944258197772,1
370,-0.6443780464237314,1
371,-0.5026240433045844,1
372,-0.01587872942931992,0
373,1.9660868140410477,1
374,0.21346173915141786,0
375,0.4896412290556295,1
376,1.4221471380565527,1
377,-0.3739539976680435,1
378,-0.023370017507952756,0
379,1.7285985024081736,1
380,0.43544746852353466,0
381,-0.23340590656640556,1
382,-0.10351326231524752,1
383,-0.03436693026663451,1
384,-0.7087925776261651,0
385,-0.6229633325253147,0
386,0.34509054347145685,1
387,1.3377360727672445,1
388,1.1548365784855514,1
389,-1.9630790258895026,0
390,-2.4245014297682603,0
391,0.11870750415122175,0
392,-0.69281730297292,1
393,-0.7201623603009016,0
394,-0.2321555003559972,0
395,1.6178890383502174,1
396,-0.23373699682071947,1
397,1.975042948346053,1
398,0.13022269148576487,0
399,-1.1252775402554107,0
